entity_id,trip_id,route_id,start_time,start_date,stop_id,stop_sequence,arrival_delay_sec,arrival_delay_min,arrival_time,departure_delay_sec,departure_time,fetched_at
20260311_220536_1,151.090326.127.1135,4T.C.151,11:35:00,20260311,2000213,1,0,0.0,0,0,0,2026-03-11T22:06:00.385067
20260311_220536_1,151.090326.127.1135,4T.C.151,11:35:00,20260311,229268,2,0,0.0,0,0,0,2026-03-11T22:06:00.385126
20260311_220536_1,151.090326.127.1135,4T.C.151,11:35:00,20260311,230246,3,0,0.0,0,0,0,2026-03-11T22:06:00.385159
20260311_220536_1,151.090326.127.1135,4T.C.151,11:35:00,20260311,24303,4,-429,-7.2,1773209270,0,1773209474,2026-03-11T22:06:00.385211
20260311_220536_1,151.090326.127.1135,4T.C.151,11:35:00,20260311,2444192,5,-495,-8.2,1773212924,0,1773213298,2026-03-11T22:06:00.385243
20260311_220536_1,151.090326.127.1135,4T.C.151,11:35:00,20260311,24402,6,-550,-9.2,1773215809,239,1773216599,2026-03-11T22:06:00.385274
20260311_220536_1,151.090326.127.1135,4T.C.151,11:35:00,20260311,2450165,7,-911,-15.2,1773223188,0,1773223864,2026-03-11T22:06:00.385304
20260311_220536_1,151.090326.127.1135,4T.C.151,11:35:00,20260311,246021,8,-563,-9.4,0,0,0,2026-03-11T22:06:00.385355
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,2000213,1,0,0.0,0,0,0,2026-03-11T22:06:00.385462
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,229268,2,57,0.9,1773196077,264,1773196284,2026-03-11T22:06:00.385498
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,230246,3,-118,-2.0,1773196621,64,1773196804,2026-03-11T22:06:00.385529
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,24303,4,151,2.5,1773207751,759,1773208359,2026-03-11T22:06:00.385558
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,24392,5,500,8.3,1773210800,514,1773210814,2026-03-11T22:06:00.385589
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,24462,6,231,3.9,1773212331,245,1773212345,2026-03-11T22:06:00.385676
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,24402,7,-282,-4.7,1773214817,503,1773215603,2026-03-11T22:06:00.385755
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,24472,8,-436,-7.3,1773217963,0,1773218172,2026-03-11T22:06:00.385811
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,244866,9,-376,-6.3,1773218923,0,1773219038,2026-03-11T22:06:00.385853
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,24552,10,-28,-0.5,1773223171,31,1773223231,2026-03-11T22:06:00.385884
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,24522,11,0,0.0,0,0,0,2026-03-11T22:06:00.385915
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,2450165,12,-1113,-18.6,1773224786,0,1773225116,2026-03-11T22:06:00.385946
20260311_220536_2,153.090326.127.1100,4T.C.153,11:00:00,20260311,246021,13,-886,-14.8,0,0,0,2026-03-11T22:06:00.385973
20260311_220536_3,171.090326.127.1920,4T.C.171,19:20:00,20260311,247021,1,0,0.0,0,565,1773217765,2026-03-11T22:06:00.386074
20260311_220536_3,171.090326.127.1920,4T.C.171,19:20:00,20260311,24806,2,565,9.4,0,565,0,2026-03-11T22:06:00.386106
20260311_220536_3,171.090326.127.1920,4T.C.171,19:20:00,20260311,248021,3,565,9.4,0,565,0,2026-03-11T22:06:00.386145
20260311_220536_3,171.090326.127.1920,4T.C.171,19:20:00,20260311,24841,4,565,9.4,0,565,0,2026-03-11T22:06:00.386172
20260311_220536_3,171.090326.127.1920,4T.C.171,19:20:00,20260311,24861,5,565,9.4,0,565,0,2026-03-11T22:06:00.386200
20260311_220536_3,171.090326.127.1920,4T.C.171,19:20:00,20260311,24851,6,565,9.4,0,565,0,2026-03-11T22:06:00.386227
20260311_220536_3,171.090326.127.1920,4T.C.171,19:20:00,20260311,BSCOW,7,565,9.4,0,0,0,2026-03-11T22:06:00.386252
20260311_220536_3,171.090326.127.1920,4T.C.171,19:20:00,20260311,42261,8,565,9.4,0,565,0,2026-03-11T22:06:00.386280
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,247021,1,0,0.0,0,1306,1773217966,2026-03-11T22:06:00.386338
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,24806,2,1214,20.2,1773219374,1237,1773219397,2026-03-11T22:06:00.386368
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,248021,3,1177,19.6,1773219457,1316,1773219596,2026-03-11T22:06:00.386397
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,248147,4,1256,20.9,1773222176,1695,1773222615,2026-03-11T22:06:00.386425
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,24891,5,1306,21.8,1773224566,1404,1773224664,2026-03-11T22:06:00.386472
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,24894,6,0,0.0,0,0,0,2026-03-11T22:06:00.386500
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,24881,7,0,0.0,0,0,0,2026-03-11T22:06:00.386528
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,248730,8,1311,21.9,1773225711,1317,1773225717,2026-03-11T22:06:00.386558
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,BSCOW,9,0,0.0,0,0,0,2026-03-11T22:06:00.386586
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,300413,10,624,10.4,1773226584,0,0,2026-03-11T22:06:00.386614
20260311_220536_4,173.090326.127.1911,4T.C.173,19:11:00,20260311,42172,11,1010,16.8,0,1010,0,2026-03-11T22:06:00.386646
20260311_220536_5,175.090326.127.1908,4T.C.175,19:08:00,20260311,247021,1,0,0.0,0,34,1773216514,2026-03-11T22:06:00.386702
20260311_220536_5,175.090326.127.1908,4T.C.175,19:08:00,20260311,24806,2,313,5.2,1773218293,422,1773218402,2026-03-11T22:06:00.386732
20260311_220536_5,175.090326.127.1908,4T.C.175,19:08:00,20260311,248021,3,369,6.2,1773218469,451,1773218551,2026-03-11T22:06:00.386773
20260311_220536_5,175.090326.127.1908,4T.C.175,19:08:00,20260311,248147,4,123,2.0,1773221163,367,1773221407,2026-03-11T22:06:00.386811
20260311_220536_5,175.090326.127.1908,4T.C.175,19:08:00,20260311,24841,5,0,0.0,0,0,0,2026-03-11T22:06:00.386837
20260311_220536_5,175.090326.127.1908,4T.C.175,19:08:00,20260311,BSCOW,6,0,0.0,0,0,0,2026-03-11T22:06:00.386864
20260311_220536_5,175.090326.127.1908,4T.C.175,19:08:00,20260311,310035,7,118,2.0,1773226558,0,0,2026-03-11T22:06:00.386889
20260311_220536_5,175.090326.127.1908,4T.C.175,19:08:00,20260311,40004,8,588,9.8,0,588,0,2026-03-11T22:06:00.386918
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,2790138,1,0,0.0,0,0,0,2026-03-11T22:06:00.386970
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,279539,2,-560,-9.3,1773219459,128,1773220148,2026-03-11T22:06:00.386999
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,27992,3,112,1.9,1773222052,172,1773222112,2026-03-11T22:06:00.387064
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,27912,4,-31,-0.5,1773222868,23,1773222923,2026-03-11T22:06:00.387096
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,27922,5,-197,-3.3,1773223242,0,1773223263,2026-03-11T22:06:00.387124
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,27971,6,-208,-3.5,1773223471,19,1773223699,2026-03-11T22:06:00.387177
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,27931,7,186,3.1,1773224886,213,1773224913,2026-03-11T22:06:00.387206
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,27941,8,-4,-0.1,1773226015,43,1773226063,2026-03-11T22:06:00.387234
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,27942,9,-40,-0.7,0,0,0,2026-03-11T22:06:00.387264
20260311_220536_6,551.110326.12.1912,4T.C.551,19:12:00,20260311,28101,10,0,0.0,0,0,0,2026-03-11T22:06:00.387304
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,2790149,1,0,0.0,0,265,1773221365,2026-03-11T22:06:00.387363
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,284514,2,237,4.0,1773222237,265,1773222265,2026-03-11T22:06:00.387393
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,2790127,3,228,3.8,1773222768,245,1773222785,2026-03-11T22:06:00.387430
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,279520,4,132,2.2,1773223032,146,1773223046,2026-03-11T22:06:00.387458
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,279512,5,53,0.9,1773223373,69,1773223389,2026-03-11T22:06:00.387487
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,279535,6,0,0.0,0,0,0,2026-03-11T22:06:00.387523
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,279537,7,-110,-1.8,1773224289,0,1773224310,2026-03-11T22:06:00.387552
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,279539,8,-263,-4.4,1773224436,172,1773225712,2026-03-11T22:06:00.387582
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,27992,9,190,3.2,0,190,0,2026-03-11T22:06:00.387609
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,27982,10,190,3.2,0,190,0,2026-03-11T22:06:00.387636
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,28005,11,190,3.2,0,190,0,2026-03-11T22:06:00.387662
20260311_220536_7,565.090326.31.2025,4T.C.565,20:25:00,20260311,28002,12,190,3.2,0,0,0,2026-03-11T22:06:00.387689
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,259013,1,0,0.0,0,0,0,2026-03-11T22:06:00.387758
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,27252,2,6,0.1,1773202446,34,1773202474,2026-03-11T22:06:00.387787
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,26662,3,-93,-1.6,1773203846,2,1773203942,2026-03-11T22:06:00.387815
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,26651,4,-2,-0.0,1773205617,23,1773205643,2026-03-11T22:06:00.387853
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,26652,5,121,2.0,1773206641,136,1773206656,2026-03-11T22:06:00.387881
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,26654,6,138,2.3,1773206958,161,1773206981,2026-03-11T22:06:00.387908
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,26655,7,63,1.1,1773208263,91,1773208291,2026-03-11T22:06:00.387936
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,26653,8,2,0.0,1773209102,19,1773209119,2026-03-11T22:06:00.387965
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,26811,9,-15,-0.2,1773209684,38,1773209738,2026-03-11T22:06:00.387996
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,26802,10,-44,-0.7,1773210615,434,1773211094,2026-03-11T22:06:00.388113
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,27062,11,289,4.8,1773212809,380,1773212900,2026-03-11T22:06:00.388147
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,27113,12,270,4.5,1773215190,285,1773215205,2026-03-11T22:06:00.388176
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,27111,13,171,2.9,1773217251,0,1773217515,2026-03-11T22:06:00.388207
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,27152,14,-628,-10.5,1773224251,27,1773224907,2026-03-11T22:06:00.388248
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,16969,15,-330,-5.5,0,0,0,2026-03-11T22:06:00.388276
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,27372,16,0,0.0,0,0,0,2026-03-11T22:06:00.388303
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,27391,17,0,0.0,0,0,0,2026-03-11T22:06:00.388330
20260311_220536_8,725.090326.127.1455,4T.C.725,14:55:00,20260311,17976,18,0,0.0,0,0,0,2026-03-11T22:06:00.388357
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2000325,1,0,0.0,0,68,1773200888,2026-03-11T22:06:00.388436
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2135233,2,60,1.0,1773201540,186,1773201786,2026-03-11T22:06:00.388466
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2077305,3,185,3.1,1773203045,181,1773203161,2026-03-11T22:06:00.388496
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2250792,4,253,4.2,1773205573,242,1773205682,2026-03-11T22:06:00.388525
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2259943,5,191,3.2,1773206471,238,1773206578,2026-03-11T22:06:00.388555
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2283232,6,739,12.3,1773208699,705,1773208785,2026-03-11T22:06:00.388593
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,229272,7,623,10.4,1773209723,729,1773209949,2026-03-11T22:06:00.388635
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2320312,8,1186,19.8,1773211606,1193,1773211733,2026-03-11T22:06:00.388695
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,242061,9,1199,20.0,1773214259,1236,1773214356,2026-03-11T22:06:00.388763
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,242142,10,1254,20.9,1773217494,1289,1773217589,2026-03-11T22:06:00.388816
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2429102,11,1294,21.6,1773220474,1328,1773220568,2026-03-11T22:06:00.388876
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,243067,12,1072,17.9,1773221152,1068,1773221328,2026-03-11T22:06:00.388930
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,243927,13,1070,17.8,1773223910,1096,1773223996,2026-03-11T22:06:00.388981
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,244648,14,1050,17.5,1773225030,1029,1773225129,2026-03-11T22:06:00.389062
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,244086,15,1136,18.9,0,1016,0,2026-03-11T22:06:00.389116
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,244738,16,1016,16.9,0,896,0,2026-03-11T22:06:00.389203
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,245526,17,416,6.9,0,296,0,2026-03-11T22:06:00.389271
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,245240,18,296,4.9,0,176,0,2026-03-11T22:06:00.389312
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2450173,19,176,2.9,0,0,0,2026-03-11T22:06:00.389342
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,2460143,20,0,0.0,0,0,0,2026-03-11T22:06:00.389370
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,247055,21,0,0.0,0,0,0,2026-03-11T22:06:00.389397
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,247426,22,0,0.0,0,0,0,2026-03-11T22:06:00.389424
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,BSBDT,23,0,0.0,0,0,0,2026-03-11T22:06:00.389449
20260311_220536_9,NT31.1352.090326.60.X.7.89277710,4T.T.NT31,14:47:00,20260311,600033,24,0,0.0,0,0,0,2026-03-11T22:06:00.389476
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,247055,1,0,0.0,0,72,1773217872,2026-03-11T22:06:00.389563
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2460143,2,68,1.1,1773222488,376,1773223636,2026-03-11T22:06:00.389603
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2450173,3,1052,17.5,0,932,0,2026-03-11T22:06:00.389634
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,245240,4,932,15.5,0,812,0,2026-03-11T22:06:00.389700
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,245526,5,812,13.5,0,692,0,2026-03-11T22:06:00.389750
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,244835,6,692,11.5,0,572,0,2026-03-11T22:06:00.389824
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,244738,7,572,9.5,0,512,0,2026-03-11T22:06:00.389855
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,244086,8,512,8.5,0,392,0,2026-03-11T22:06:00.389915
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,244648,9,392,6.5,0,272,0,2026-03-11T22:06:00.389980
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,243927,10,272,4.5,0,212,0,2026-03-11T22:06:00.390070
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,243067,11,212,3.5,0,32,0,2026-03-11T22:06:00.390126
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2429102,12,32,0.5,0,0,0,2026-03-11T22:06:00.390210
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,242142,13,0,0.0,0,0,0,2026-03-11T22:06:00.390242
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,242061,14,0,0.0,0,0,0,2026-03-11T22:06:00.390267
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2320311,15,0,0.0,0,0,0,2026-03-11T22:06:00.390294
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,229271,16,0,0.0,0,0,0,2026-03-11T22:06:00.390321
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2283231,17,0,0.0,0,0,0,2026-03-11T22:06:00.390348
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2259942,18,0,0.0,0,0,0,2026-03-11T22:06:00.390375
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2250791,19,0,0.0,0,0,0,2026-03-11T22:06:00.390402
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2077303,20,0,0.0,0,0,0,2026-03-11T22:06:00.390427
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2135232,21,0,0.0,0,0,0,2026-03-11T22:06:00.390453
20260311_220536_10,NT34.1352.090326.124.X.7.88634640,4T.T.NT34,19:30:00,20260311,2000323,22,0,0.0,0,0,0,2026-03-11T22:06:00.390494
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,2560694,1,0,0.0,0,7,1773222427,2026-03-11T22:06:00.390562
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,2560713,2,45,0.8,1773222585,48,1773222648,2026-03-11T22:06:00.390595
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,256322,3,63,1.1,1773222903,51,1773222951,2026-03-11T22:06:00.390625
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,256852,4,119,2.0,1773223139,118,1773223198,2026-03-11T22:06:00.390655
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,2569142,5,77,1.3,1773223517,78,1773223578,2026-03-11T22:06:00.390683
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,2571162,6,0,0.0,1773224039,0,1773224097,2026-03-11T22:06:00.390711
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,257362,7,13,0.2,1773224533,19,1773224599,2026-03-11T22:06:00.390738
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,257462,8,-16,-0.3,1773224983,27,1773225027,2026-03-11T22:06:00.390768
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,2575142,9,-6,-0.1,1773225653,49,1773225709,2026-03-11T22:06:00.390807
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,2575132,10,-75,-1.2,1773226364,0,1773226434,2026-03-11T22:06:00.390847
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,2576342,11,-101,-1.7,1773226638,0,1773226698,2026-03-11T22:06:00.390877
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,2576352,12,-109,-1.8,1773226810,0,1773226855,2026-03-11T22:06:00.390906
20260311_220536_11,SN73.110326.4.N.2.2047,4T.T.SHL,20:47:00,20260311,2577202,13,-58,-1.0,0,0,0,2026-03-11T22:06:00.390934
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,2560693,1,0,0.0,0,20,1773225800,2026-03-11T22:06:00.390993
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,2560713,2,-3,-0.1,1773225896,15,1773225975,2026-03-11T22:06:00.391062
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,256322,3,31,0.5,1773226231,28,1773226288,2026-03-11T22:06:00.391156
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,256852,4,87,1.4,1773226467,81,1773226521,2026-03-11T22:06:00.391215
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,2569142,5,60,1.0,1773226860,52,1773226912,2026-03-11T22:06:00.391245
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,2571162,6,-19,-0.3,0,0,0,2026-03-11T22:06:00.391287
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,257362,7,0,0.0,0,0,0,2026-03-11T22:06:00.391346
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,257462,8,0,0.0,0,0,0,2026-03-11T22:06:00.391375
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,2575142,9,0,0.0,0,0,0,2026-03-11T22:06:00.391401
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,2575132,10,0,0.0,0,0,0,2026-03-11T22:06:00.391428
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,2576342,11,0,0.0,0,0,0,2026-03-11T22:06:00.391456
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,2576352,12,0,0.0,0,0,0,2026-03-11T22:06:00.391483
20260311_220536_12,SN75.110326.4.N.2.2141,4T.T.SHL,21:43:00,20260311,2577202,13,0,0.0,0,0,0,2026-03-11T22:06:00.391509
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,258051,1,0,0.0,0,16,1773218836,2026-03-11T22:06:00.391578
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,257981,2,9,0.1,1773219909,69,1773219969,2026-03-11T22:06:00.391609
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,2579101,3,31,0.5,1773220231,28,1773220288,2026-03-11T22:06:00.391649
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,2579111,4,-5,-0.1,1773220614,20,1773220700,2026-03-11T22:06:00.391689
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,257991,5,27,0.5,1773220947,12,1773220992,2026-03-11T22:06:00.391718
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,257861,6,84,1.4,1773221424,63,1773221463,2026-03-11T22:06:00.391747
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,257971,7,59,1.0,1773221759,55,1773221815,2026-03-11T22:06:00.391776
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,2577201,8,17,0.3,1773222257,59,1773222359,2026-03-11T22:06:00.391809
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,2576351,9,265,4.4,1773222805,264,1773222864,2026-03-11T22:06:00.391875
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,2576341,10,277,4.6,1773222997,263,1773223043,2026-03-11T22:06:00.391927
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,2575131,11,244,4.1,1773223264,303,1773223323,2026-03-11T22:06:00.391991
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,2575141,12,280,4.7,1773224020,340,1773224080,2026-03-11T22:06:00.392082
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,257461,13,366,6.1,1773224706,369,1773224769,2026-03-11T22:06:00.392114
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,257361,14,399,6.7,1773225219,471,1773225291,2026-03-11T22:06:00.392145
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,2571161,15,374,6.2,1773225734,429,1773225789,2026-03-11T22:06:00.392175
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,2569141,16,358,6.0,1773226258,356,1773226316,2026-03-11T22:06:00.392205
20260311_220536_13,SN78.110326.4.N.2.1947,4T.T.SHL,19:47:00,20260311,256851,17,307,5.1,1773226627,365,1773226685,2026-03-11T22:06:00.392234
